idnum,timeseries_num,year,yearnum,site,site_num,latitude,longitude,site_group,species,species_code,species_num,breeding_success,n,hemisphere
406,10,2006,43,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.21,,north
407,10,2007,44,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.01,,north
408,10,2008,45,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0,,north
409,10,2009,46,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.41,,north
410,10,2010,47,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.03,,north
411,10,2011,48,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.05,,north
412,10,2012,49,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0,,north
413,10,2013,50,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0,,north
414,10,2014,51,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.83,,north
415,10,2015,52,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.19,,north
416,10,2016,53,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.46,,north
417,10,2017,54,Foula,10,60.13333,-2.06667,NE Europe,black-legged kittiwake,blki,8,0.25,,north
418,11,1988,25,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,,,south
419,11,1989,26,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,,,south
420,11,1990,27,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,,,south
421,11,1991,28,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.542,155,south
422,11,1992,29,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.688,138,south
423,11,1993,30,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.537,164,south
424,11,1994,31,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.982,109,south
425,11,1995,32,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.478,161,south
426,11,1996,33,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.149,101,south
427,11,1997,34,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.724,134,south
428,11,1998,35,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.67,94,south
429,11,1999,36,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.543,35,south
430,11,2000,37,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.5,28,south
431,11,2001,38,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,,,south
432,11,2002,39,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.451,133,south
433,11,2003,40,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.583,139,south
434,11,2004,41,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.63,73,south
435,11,2005,42,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0,44,south
436,11,2006,43,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,, ,south
437,11,2007,44,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.583,60,south
438,11,2008,45,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.451,255,south
439,11,2009,46,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.406,128,south
440,11,2010,47,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.8,195,south
441,11,2011,48,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.607,364,south
442,11,2012,49,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.963,82,south
443,11,2013,50,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.725,131,south
444,11,2014,51,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.605,185,south
445,11,2015,52,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.689,296,south
446,11,2016,53,Lamberts,13,-32.083333,18.3,South Africa,Cape gannet,caga,12,0.094,278,south
447,12,1988,25,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.37,,south
448,12,1989,26,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.43,,south
449,12,1990,27,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.333,138,south
450,12,1991,28,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.457,449,south
451,12,1992,29,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.341,305,south
452,12,1993,30,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.466,264,south
453,12,1994,31,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.369,206,south
454,12,1995,32,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.548,228,south
455,12,1996,33,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.192,302,south
456,12,1997,34,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.438,655,south
457,12,1998,35,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.819,419,south
458,12,1999,36,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.62,50,south
459,12,2000,37,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.408,49,south
460,12,2001,38,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.354,48,south
461,12,2002,39,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.432,125,south
462,12,2003,40,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.416,317,south
463,12,2004,41,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.418,55,south
464,12,2005,42,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.02,201,south
465,12,2006,43,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.031,64,south
466,12,2007,44,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.347,95,south
467,12,2008,45,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.109,156,south
468,12,2009,46,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.141,78,south
469,12,2010,47,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.338,142,south
470,12,2011,48,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.576,264,south
471,12,2012,49,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.41,366,south
472,12,2013,50,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.034,175,south
473,12,2014,51,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0,56,south
474,12,2015,52,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.716,134,south
475,12,2016,53,Malgas,14,-33.052778,17.925278,South Africa,Cape gannet,caga,12,0.624,133,south
476,13,1982,19,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.78,522,north
477,13,1983,20,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.77,607,north
478,13,1984,21,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.69,657,north
479,13,1985,22,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.82,656,north
480,13,1986,23,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.81,767,north
481,13,1987,24,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.8,757,north
482,13,1988,25,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.85,731,north
483,13,1989,26,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.85,750,north
484,13,1990,27,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.8,746,north
485,13,1991,28,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.83,755,north
486,13,1992,29,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.84,766,north
487,13,1993,30,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.77,792,north
488,13,1994,31,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.78,777,north
489,13,1995,32,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.8,802,north
490,13,1996,33,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.83,787,north
491,13,1997,34,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.78,837,north
492,13,1998,35,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.74,850,north
493,13,1999,36,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.67,870,north
494,13,2000,37,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.74,931,north
495,13,2001,38,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.64,975,north
496,13,2002,39,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.7,955,north
497,13,2003,40,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.7,1014,north
498,13,2004,41,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.51,983,north
499,13,2005,42,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.63,945,north
500,13,2006,43,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.41,932,north
501,13,2007,44,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.28,850,north
502,13,2008,45,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.63,806,north
503,13,2009,46,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.76,823,north
504,13,2010,47,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.8,847,north
505,13,2011,48,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.72,838,north
506,13,2012,49,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.79,812,north
507,13,2013,50,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.69,797,north
508,13,2014,51,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.72,826,north
509,13,2015,52,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.78,914,north
510,13,2016,53,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.66,972,north
511,13,2017,54,May,15,56.185833,-2.5575,NE Europe,common murre,comu,14,0.74,970,north
512,14,1982,19,May,15,56.185833,-2.5575,NE Europe,razorbill,razo,36,0.53,53,north
513,14,1983,20,May,15,56.185833,-2.5575,NE Europe,razorbill,razo,36,0.68,60,north
514,14,1984,21,May,15,56.185833,-2.5575,NE Europe,razorbill,razo,36,0.63,73,north
515,14,1985,22,May,15,56.185833,-2.5575,NE Europe,razorbill,razo,36,0.76,78,north
